mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
4	3	27/2	27/2	0.5	5/8	5/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	3	14	14	0.5	3/4	3/4	4/4	2	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
4	3	29/2	29/2	0.5	7/8	7/8	4/4	2	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
5	4	15	15	0.5	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
5	4	31/2	31/2	0.5	1/8	1/8	4/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	4	16	16	1.0	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
5	4	17	17	0.5	1/2	1/2	4/4	2	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
5	4	35/2	35/2	0.5	5/8	5/8	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	4	18	18	0.5	3/4	3/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	37/2	37/2	0.5	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
6	5	19	19	0.5	0	0	4/4	2	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	5	39/2	39/2	0.5	1/8	1/8	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	20	20	0.5	1/4	1/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	41/2	41/2	0.5	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
6	5	21	21	0.5	1/2	1/2	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	43/2	43/2	0.5	5/8	5/8	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	22	22	0.5	3/4	3/4	4/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	5	45/2	45/2	0.5	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
7	6	23	23	0.5	0	0	4/4	2	1	V|HC}	E	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
7	6	47/2	47/2	0.5	1/8	1/8	4/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	6	24	24	1.0	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
7	6	25	25	1.0	1/2	1/2	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	26	26	1.0	3/4	3/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	27	27	1.0	0	0	4/4	2	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	7	28	28	1.0	1/4	1/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	29	29	0.5	1/2	1/2	4/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	7	59/2	59/2	0.25	5/8	5/8	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
8	7	119/4	119/4	0.25	11/16	11/16	4/4	2	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	7	30	30	0.5	3/4	3/4	4/4	2	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	61/2	61/2	0.5	7/8	7/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
9	8	31	31	4.0	0	0	4/4	2	1	I|PAC}	E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
